Country,Image,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Germany,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/1280px-Flag_of_Germany.svg.png,5076707.0,5906465.0,6135981.0,6551198.0,6149342.0,6053960.0,7830615.0,8575084.0,7987161.0,7794037.0,9631772.0,9351589.0,9995657.0,10914574.0,9749836.0,9416595.0,10149096.0,11265143.0,11177128.0,11253864.0,11254906.0,11370906.0,12548219.0,14125965.0,13801524.0,14601295.0,13971181.0,15620731.0,14509067.0,15241870.0,16611967.0,15541661.0,15766533.0,16480510.0,17763312.0,18921683.0,19826755.0,20187491.0,19615366.0,21621548.0,22837837.0,20817740.0,19259811.0,25427210.0,23692700.0,22427900.0,20828077.0,25988564.0,25192350.0,23782955.0,22782700.0,22409300.0,25019100.0,27784700.0,26549500.0,24463800.0,24481600.0,
Greece,,1527870.0,1722137.0,1416932.0,2088000.0,2071988.0,2020033.0,1935922.0,1568000.0,1723594.0,1930736.0,1946000.0,1768000.0,1682000.0,2153000.0,2120000.0,2376000.0,1766516.0,2704452.0,2407000.0,2970000.0,2932000.0,3039000.0,2059000.0,2316000.0,1807000.0,2389000.0,2314000.0,2514000.0,2762000.0,1939000.0,3162000.0,2288000.0,2078846.0,2470190.0,2314836.0,2086213.0,2081482.0,2062775.0,1976552.0,2287322.0,2196643.0,2038582.0,1701947.0,2092097.0,2018524.0,1778170.0,1629072.0,2074608.0,2139472.0,1920670.0,1857429.0,1835901.0,1831869.0,1570416.0,1609770.0,1698031.0,,
Guatemala,,24656.0,32079.0,35609.0,36100.0,27164.0,29642.0,31555.0,33140.0,31208.0,36025.0,38031.0,46715.0,47104.0,51106.0,45382.0,47864.0,55752.0,59616.0,56764.0,58128.0,55300.0,48600.0,69600.0,90700.0,53800.0,52744.0,45418.0,49895.0,44225.0,32033.0,22680.0,22680.0,24267.0,26004.0,26003.0,23690.0,23000.0,14633.0,8246.0,9525.0,6214.0,2676.0,2830.0,4232.0,2976.0,1588.0,1864.0,1846.0,1547.0,1438.0,1433.0,1515.0,1556.0,1674.0,594.0,744.0,,
Honduras,,802.0,755.0,691.0,560.0,528.0,538.0,549.0,564.0,681.0,681.0,700.0,700.0,700.0,500.0,500.0,500.0,500.0,1000.0,700.0,700.0,700.0,700.0,650.0,650.0,600.0,600.0,650.0,680.0,700.0,750.0,786.0,800.0,841.0,850.0,900.0,929.0,1000.0,1000.0,950.0,1052.0,1061.0,1062.0,1000.0,1055.0,1070.0,1085.0,1099.0,1113.0,1127.0,1140.0,1169.0,1172.0,1184.0,1196.0,1208.0,1220.0,,
Greece,,1935700.0,1973137.0,1592851.0,2142857.0,2453283.0,2348683.0,3021625.0,3360554.0,3585385.0,2722523.0,3921939.0,4094570.0,4502385.0,4970811.0,4007324.0,5148100.0,5319049.0,5677255.0,3708866.0,6077330.0,4613863.0,5761862.0,5985098.0,7391963.0,6578346.0,5793015.0,5747761.0,7025775.0,6539521.0,6198256.0,6007888.0,3453112.0,3020655.0,4873751.0,4614200.0,3911820.0,5258817.0,4898634.0,2638970.0,3692470.0,5196760.0,3910244.0,2941248.0,6006820.0,5088219.0,4376235.0,3986708.0,5630833.0,4419163.0,3745190.0,4107000.0,4010990.0,5058300.0,5261890.0,5331426.0,4788027.0,,
India,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/1200px-Flag_of_India.svg.png,10997000.0,12072000.0,10776000.0,9853000.0,12257000.0,10394000.0,11393000.0,16540100.0,18651600.0,20093296.0,23832496.0,26409904.0,24734608.0,21778000.0,24104400.0,28846304.0,29009904.0,31749200.0,35507808.0,31830000.0,36312608.0,37451808.0,42793904.0,45476000.0,44068800.0,47051808.0,44322896.0,46169408.0,54110208.0,49849504.0,55134496.0,55689504.0,57210100.0,59840000.0,65767400.0,62097400.0,69350200.0,66345000.0,71287504.0,76368896.0,69680896.0,72766304.0,65760800.0,72156200.0,68636896.0,69354496.0,75806704.0,78570200.0,80679400.0,80803600.0,86874000.0,94880000.0,93510000.0,95850000.0,86530000.0,93500000.0,98510000.0,99870000.0
Islamic Republic of Iran,,2869119.0,2754740.0,2468140.0,2622578.0,3647713.0,4380982.0,3800000.0,4400000.0,4100000.0,4262000.0,3700000.0,4546000.0,4600000.0,4700000.0,5507000.0,6044000.0,5517200.0,5660000.0,6025148.0,5849800.0,5652852.0,6660072.0,5956162.0,6206681.0,6630522.0,7556390.0,7601280.0,7260230.0,6010024.0,8011675.0,8792666.0,10178679.0,10732342.0,10869560.0,11227546.0,10015183.0,10044716.0,11955080.0,8673197.0,8087756.0,9458618.0,12450242.0,13439565.0,14568481.0,14307970.0,14663745.0,15886609.0,6999977.0,12093028.0,12142988.0,8677966.0,8816001.0,9304246.0,10578699.0,11522318.0,11097605.0,,
Iraq,,857350.0,1085494.0,488254.0,807013.0,1005288.0,825955.0,860000.0,1537000.0,1183000.0,1236000.0,822300.0,2625000.0,957000.0,1339000.0,845400.0,1302400.0,695700.0,909800.0,684800.0,975600.0,902000.0,965100.0,841000.0,470900.0,1405500.0,1036000.0,722200.0,929200.0,491400.0,1195800.0,1476400.0,1006000.0,1187000.0,1342000.0,1236000.0,1300000.0,1063000.0,1130000.0,800000.0,384000.0,903400.0,2589000.0,2329000.0,1832000.0,2228000.0,2086000.0,2202800.0,1255000.0,1700390.0,2748840.0,2808900.0,3062312.0,4178379.0,5055111.0,2645061.0,3052939.0,,
Ireland,,469900.0,439000.0,300600.0,271600.0,232660.0,185300.0,298000.0,412300.0,362800.0,381000.0,380200.0,270400.0,228900.0,245000.0,195000.0,200000.0,250000.0,253000.0,252000.0,272000.0,286000.0,400000.0,387000.0,602000.0,495000.0,424000.0,402000.0,455000.0,459000.0,598000.0,674000.0,714000.0,539000.0,572000.0,583000.0,771000.0,725000.0,673000.0,597000.0,737400.0,769200.0,867200.0,794100.0,1019200.0,802700.0,801000.0,713400.0,992800.0,690100.0,669200.0,929200.0,707900.0,545300.0,717000.0,696600.0,647700.0,,
Israel,,65900.0,51700.0,54700.0,126500.0,150000.0,100600.0,221600.0,175000.0,155800.0,125000.0,199500.0,301400.0,241500.0,274000.0,243300.0,205500.0,220000.0,167000.0,133200.0,253200.0,215000.0,147000.0,335000.0,130000.0,127700.0,168500.0,298000.0,211000.0,201700.0,291200.0,180000.0,254100.0,217000.0,103230.0,242000.0,185000.0,116000.0,155000.0,29000.0,94000.0,157970.0,177275.0,184300.0,154300.0,200800.0,131200.0,158921.0,75734.0,132963.0,112324.0,141866.0,222487.0,178200.0,139800.0,173000.0,168000.0,,
Italia,https://cdn.britannica.com/59/1759-004-869EAE49/Flag-Italy.jpg,8301200.0,9496900.0,8126800.0,8585800.0,9775900.0,9399600.0,9595600.0,9655400.0,9584600.0,9688600.0,9993900.0,9255000.0,8811400.0,9576700.0,9480000.0,9105800.0,6238300.0,9190500.0,8980300.0,9156000.0,8830300.0,8968300.0,8717400.0,10057300.0,8460700.0,9102100.0,9381000.0,7951900.0,7412900.0,8108500.0,9415660.0,8938421.0,8169800.0,8251400.0,7946080.0,7987241.0,6758351.0,8338301.0,7742800.0,7463968.0,6413300.0,7547763.0,6229453.0,8638721.0,7717129.0,7181720.0,7170181.0,8855440.0,6534746.0,6849858.0,6641807.0,7654248.0,7312025.0,7141926.0,7394495.0,8037872.0,,
Japan,,1781000.0,1631000.0,715500.0,1244000.0,1287000.0,1024000.0,996900.0,1012000.0,757900.0,473600.0,440300.0,283900.0,202300.0,231700.0,240700.0,222400.0,236400.0,366700.0,541300.0,582800.0,587400.0,741800.0,695300.0,740500.0,874200.0,875700.0,863700.0,1021000.0,984500.0,951500.0,759000.0,758700.0,637800.0,564800.0,443600.0,478100.0,573100.0,569500.0,583100.0,688200.0,699900.0,827800.0,855900.0,860300.0,874700.0,837200.0,910100.0,881200.0,674200.0,571300.0,746300.0,857800.0,811700.0,852400.0,1004000.0,790800.0,,
Jordan,,138200.0,111900.0,75800.0,294702.0,277863.0,101150.0,167200.0,95090.0,159332.0,54155.0,168079.0,211412.0,50420.0,244465.0,50016.0,66654.0,62485.0,53320.0,16465.0,133535.0,50613.0,52250.0,100800.0,49716.0,62827.0,30842.0,79806.0,78773.0,54520.0,82870.0,61844.0,75435.0,57094.0,46852.0,58457.0,42678.0,41782.0,35974.0,9250.0,25433.0,19293.0,43771.0,42526.0,13166.0,34363.0,22928.0,20997.0,7835.0,12484.0,22125.0,19801.0,19205.0,28517.0,27452.0,21925.0,31150.0,,
Kazakhstan,https://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Kazakhstan.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18284600.0,11585000.0,9052200.0,6490400.0,7678100.0,8955000.0,4746300.0,11241800.0,9073460.0,12706810.0,12699980.0,11537420.0,9936970.0,11198330.0,13460480.0,16466870.0,12538190.0,17052020.0,9638400.0,22732067.0,9841128.0,13940809.0,12996865.0,13747587.0,14985379.0,,
Kenya,,109400.0,84200.0,110400.0,134700.0,172200.0,128400.0,162200.0,216300.0,241600.0,221486.0,205743.0,164383.0,136284.0,172332.0,158059.0,200274.0,178160.0,175121.0,207268.0,215674.0,214400.0,247500.0,253000.0,144590.0,250735.0,258840.0,233645.0,244525.0,243000.0,249411.0,264457.0,297000.0,212776.0,297000.0,312644.0,315000.0,252000.0,270810.0,211788.0,204232.0,256997.0,307215.0,378665.0,379425.0,368879.0,329193.0,322320.0,336688.0,219301.0,511994.0,268482.0,441944.0,449641.0,228900.0,238600.0,222400.0,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,15.0,23.0,79.0,50.0,3.0,3.0,72.0,43.0,37.0,7.0,296.0,431.0,445.0,365.0,306.0,727.0,509.0,665.0,509.0,510.0,478.0,398.0,84.0,162.0,62.0,116.0,37.0,56.0,45.0,45.0,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679000.0,830700.0,608400.0,625000.0,964100.0,1273660.0,1203676.0,1109107.0,1039109.0,1190600.0,1162567.0,1013718.0,998248.0,950076.0,840299.0,708877.0,746200.0,1056656.0,813300.0,799841.0,540531.0,819383.0,572734.0,704601.0,661514.0,,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332400.0,338300.0,199400.0,243700.0,357500.0,394600.0,385300.0,351900.0,427400.0,451700.0,519500.0,468400.0,499900.0,676500.0,598300.0,807300.0,989600.0,1036400.0,989400.0,939500.0,1539800.0,1435000.0,1467500.0,2250100.0,2062300.0,,
Lebanon,,68500.0,75247.0,60000.0,59500.0,55000.0,69992.0,67690.0,47673.0,32956.0,43005.0,40971.0,63686.0,55138.0,75560.0,65000.0,40000.0,50000.0,45000.0,40000.0,20000.0,22000.0,23000.0,20000.0,18000.0,22500.0,30000.0,49218.0,51490.0,56438.0,52000.0,58594.0,61580.0,55000.0,52675.0,60005.0,58342.0,58394.0,80600.0,73000.0,108100.0,139500.0,119000.0,116300.0,136800.0,143700.0,153400.0,116200.0,143700.0,111400.0,83000.0,125000.0,150000.0,140000.0,140000.0,140413.0,147748.0,,
Lesotho,,57540.0,55000.0,55000.0,54000.0,50000.0,58000.0,50000.0,53780.0,59696.0,57552.0,57903.0,24000.0,36000.0,57000.0,45337.0,44640.0,61381.0,57906.0,33629.0,28194.0,16993.0,14462.0,14810.0,17127.0,18434.0,11009.0,18547.0,19237.0,29698.0,33162.0,6844.0,11854.0,8127.0,11955.0,10603.0,31300.0,33722.0,29641.0,15426.0,15545.0,50755.0,26250.0,21805.0,16216.0,13797.0,6085.0,3956.0,3720.0,7420.0,20119.0,20065.0,10516.0,13472.0,12592.0,10446.0,4000.0,,
Libya,,29992.0,33600.0,34100.0,28000.0,56913.0,57788.0,62221.0,52041.0,78421.0,27189.0,17726.0,41585.0,67327.0,38682.0,75134.0,133101.0,48117.0,99295.0,110000.0,140500.0,123110.0,188000.0,209737.0,183634.0,149000.0,190000.0,172000.0,161011.0,185000.0,128760.0,130000.0,125000.0,126000.0,120000.0,117000.0,124000.0,156400.0,140000.0,130000.0,125000.0,125000.0,125000.0,125000.0,125000.0,125000.0,104000.0,104000.0,104000.0,105000.0,132888.0,166000.0,200000.0,200000.0,200000.0,198440.0,164572.0,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833800.0,890600.0,549400.0,637300.0,936200.0,1127400.0,1031000.0,870900.0,1237600.0,1076300.0,1217600.0,1204100.0,1430200.0,1379400.0,809800.0,1390700.0,1722500.0,2100200.0,1710400.0,1869300.0,2998900.0,2871300.0,3230600.0,4380330.0,3798430.0,,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61184.0,54022.0,71656.0,68648.0,79978.0,71745.0,75603.0,70469.0,97760.0,90903.0,83474.0,76839.0,79198.0,91057.0,77943.0,91058.0,70069.0,,
Madagascar,,,,,,,,,,,,,,,,,260.0,483.0,420.0,147.0,323.0,300.0,300.0,300.0,300.0,300.0,563.0,337.0,1000.0,3000.0,5000.0,9000.0,10000.0,8000.0,4000.0,14000.0,4000.0,5000.0,10000.0,10000.0,9000.0,10000.0,10000.0,8718.0,8718.0,10079.0,10000.0,11000.0,10000.0,8664.0,8640.0,10000.0,10000.0,5000.0,5000.0,5000.0,5000.0,,
Malawi,,150.0,150.0,178.0,300.0,500.0,611.0,764.0,630.0,665.0,1814.0,665.0,855.0,605.0,544.0,635.0,919.0,407.0,500.0,500.0,500.0,688.0,700.0,700.0,1644.0,787.0,1287.0,1669.0,1869.0,1481.0,1639.0,877.0,613.0,1014.0,208.0,1572.0,2315.0,1339.0,1842.0,1655.0,1815.0,2241.0,1520.0,1502.0,1668.0,1730.0,1999.0,4605.0,2386.0,2590.0,2341.0,1850.0,1956.0,1784.0,1160.0,1178.0,797.0,,
Financial,,3750.0,3500.0,3000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1500.0,1500.0,1500.0,1444.0,1013.0,1425.0,1115.0,1710.0,2066.0,2540.0,1256.0,2210.0,2650.0,6150.0,3159.0,2720.0,6680.0,7585.0,6208.0,9353.0,6545.0,5701.0,8942.0,4805.0,8565.0,8585.0,13166.0,15132.0,10051.0,33842.0,40071.0,27430.0,45668.0,35756.0,40137.0,,
Malta,,2844.0,2844.0,2953.0,2770.0,2540.0,2337.0,2217.0,1352.0,1750.0,1847.0,2383.0,2390.0,2098.0,1780.0,2337.0,3106.0,3454.0,2983.0,3345.0,4352.0,4845.0,7814.0,7738.0,5000.0,5000.0,5000.0,4800.0,4700.0,4875.0,4900.0,5100.0,5500.0,5800.0,6000.0,6300.0,4200.0,9036.0,9000.0,8701.0,9556.0,9600.0,10000.0,9600.0,10522.0,10955.0,10500.0,12000.0,14500.0,13800.0,13802.0,14482.0,14416.0,14811.0,15199.0,15590.0,15980.0,,
Mauritania,,100.0,100.0,95.0,90.0,100.0,200.0,230.0,230.0,240.0,240.0,200.0,200.0,150.0,150.0,150.0,250.0,300.0,180.0,200.0,210.0,300.0,310.0,320.0,500.0,500.0,500.0,520.0,530.0,540.0,560.0,600.0,580.0,400.0,347.0,364.0,394.0,400.0,462.0,506.0,516.0,512.0,500.0,600.0,797.0,500.0,574.0,2000.0,4000.0,3414.0,2413.0,2888.0,6092.0,6684.0,7059.0,7530.0,7718.0,,
Mexico,,1401909.0,1455256.0,1702989.0,2203066.0,2150354.0,1647368.0,2122389.0,2080725.0,2326055.0,2676451.0,1830845.0,1809018.0,2090845.0,2788677.0,2798219.0,3363299.0,2455774.0,2784660.0,2286525.0,2784914.0,3193234.0,4391421.0,3463296.0,4505245.0,5214315.0,4769411.0,4415391.0,3665126.0,4374739.0,3930934.0,4060738.0,3620503.0,3582450.0,4150920.0,3468220.0,3375008.0,3656594.0,3235080.0,3020889.0,3493210.0,3275460.0,3236183.0,2715800.0,2321200.0,3015177.0,3378116.0,3515392.0,4019400.0,4116161.0,3676707.0,3627511.0,3274337.0,3357307.0,3669814.0,3710706.0,3862914.0,,
Mongolia,,98400.0,288400.0,291000.0,335200.0,291000.0,227000.0,289000.0,188000.0,114000.0,250200.0,316400.0,169700.0,339600.0,250200.0,365700.0,280000.0,318000.0,279000.0,240000.0,229800.0,295500.0,440100.0,647600.0,460400.0,688500.0,663700.0,543332.0,672187.0,686900.0,596200.0,538200.0,453200.0,450200.0,321900.0,256700.0,215282.0,237700.0,191836.0,166700.0,138722.0,138700.0,123064.0,160362.0,135622.0,73419.0,127757.0,109560.0,209830.0,388122.0,345458.0,435889.0,465294.0,368379.0,489295.0,203899.0,467053.0,,
the black Mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497.0,752.0,1096.0,1155.0,946.0,1614.0,1444.0,2301.0,2159.0,2111.0,2354.0,,
"Morocco, West, sunset",,720000.0,1500000.0,1440000.0,1440000.0,1580000.0,1150000.0,1506500.0,2550000.0,1469000.0,1800500.0,2188100.0,2160770.0,1574000.0,1853000.0,1574820.0,2188940.0,1287600.0,1876450.0,1796000.0,1811000.0,892000.0,2183400.0,1970200.0,1989480.0,2358000.0,3809100.0,2427360.0,4019340.0,3926960.0,3613890.0,4938920.0,1562160.0,1573020.0,5523210.0,1090710.0,5915790.0,2316490.0,4378480.0,2153540.0,1380700.0,3316380.0,3358680.0,5146840.0,5539840.0,3043080.0,6326760.0,1582630.0,3769450.0,6371430.0,4876140.0,6017821.0,3878000.0,6933983.0,5115884.0,8074659.0,2731123.0,,
Mozambique,,8800.0,6000.0,14000.0,8000.0,10000.0,11000.0,8624.0,9202.0,5200.0,9202.0,13600.0,9000.0,8000.0,6000.0,3000.0,3000.0,2000.0,3000.0,2523.0,3000.0,10000.0,8000.0,6000.0,6000.0,5000.0,5000.0,3000.0,5000.0,5000.0,6862.0,3000.0,2000.0,1821.0,1624.0,1515.0,1451.0,1075.0,1221.0,1444.0,1500.0,2000.0,2700.0,3800.0,5000.0,6200.0,8400.0,10000.0,12500.0,15000.0,17870.0,20350.0,17653.0,19800.0,20710.0,20280.0,17088.0,,
Myanmar,,7436.0,14811.0,32435.0,54168.0,71773.0,96277.0,66790.0,51149.0,25846.0,33420.0,40099.0,26904.0,26695.0,24654.0,63570.0,56556.0,76393.0,93692.0,41640.0,90852.0,116763.0,123913.0,130041.0,213557.0,206272.0,189934.0,191755.0,156866.0,130138.0,124167.0,141100.0,136400.0,106900.0,87700.0,76700.0,85400.0,90700.0,92000.0,115300.0,92100.0,94400.0,105700.0,122400.0,150000.0,156200.0,140200.0,155300.0,170400.0,179200.0,181000.0,169800.0,177600.0,182900.0,182400.0,179300.0,102636.0,,
Namibia,,592.0,482.0,600.0,600.0,700.0,600.0,600.0,600.0,700.0,700.0,700.0,700.0,700.0,800.0,800.0,800.0,800.0,800.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,5922.0,4960.0,4609.0,4380.0,4425.0,5900.0,3116.0,5700.0,6300.0,6400.0,5700.0,5721.0,5274.0,3644.0,3429.0,6119.0,10489.0,10289.0,8262.0,11015.0,12858.0,12163.0,14581.0,12448.0,13459.0,16300.0,14500.0,15000.0,10000.0,11817.0,13924.0,,
Nepal,,135000.0,138000.0,137578.0,138500.0,126000.0,147000.0,159000.0,204957.0,232780.0,264670.0,193360.0,223194.0,312494.0,308389.0,330815.0,387007.0,361853.0,411270.0,415230.0,439990.0,477190.0,525930.0,656630.0,633700.0,533720.0,598000.0,701040.0,744600.0,830050.0,854960.0,835970.0,761960.0,765000.0,898892.0,914000.0,1012930.0,1072000.0,1000770.0,1086480.0,1183530.0,1157865.0,1258045.0,1344192.0,1387191.0,1442442.0,1394126.0,1515139.0,1572065.0,1343862.0,1556539.0,1745811.0,1846142.0,1727346.0,1883147.0,1975625.0,1736849.0,,
Netherlands,,482130.0,603062.0,530320.0,712060.0,704000.0,598000.0,738587.0,678971.0,677181.0,643219.0,705799.0,673482.0,724577.0,745883.0,527793.0,709585.0,661173.0,792250.0,835600.0,882174.0,882055.0,967300.0,1042914.0,1131329.0,851034.0,940129.0,768850.0,827139.0,1046770.0,1076000.0,944146.0,1016791.0,1035000.0,981000.0,1167000.0,1268900.0,1063000.0,1072000.0,851400.0,1142700.0,990700.0,1056640.0,1130100.0,1223900.0,1174686.0,1184400.0,1018000.0,1366162.0,1402040.0,1369553.0,1175275.0,1302002.0,1335105.0,1304054.0,1300085.0,1016479.0,,
New Zealand,,253349.0,213233.0,249188.0,273990.0,250320.0,291778.0,347760.0,442334.0,458642.0,287212.0,325646.0,388663.0,376111.0,214582.0,179874.0,388178.0,354035.0,328756.0,295028.0,305768.0,325723.0,292052.0,300825.0,314556.0,309591.0,379700.0,336823.0,205984.0,134994.0,188042.0,180690.0,191039.0,219414.0,241853.0,245173.0,277014.0,317000.0,302100.0,320000.0,326000.0,364000.0,301499.0,318916.0,255860.0,318947.0,261798.0,344434.0,343350.0,403463.0,444890.0,383262.0,488614.0,447799.0,413497.0,413533.0,459349.0,,
Niger,,1000.0,1126.0,817.0,930.0,507.0,681.0,372.0,400.0,213.0,390.0,290.0,370.0,772.0,1650.0,1800.0,1000.0,1900.0,2062.0,980.0,1000.0,1700.0,2200.0,2500.0,8330.0,6900.0,8000.0,6000.0,2000.0,2400.0,13000.0,10400.0,8400.0,4400.0,7200.0,3100.0,1700.0,600.0,12500.0,12669.0,10946.0,6300.0,3500.0,3500.0,6250.0,9000.0,7796.0,7000.0,8775.0,6247.0,5241.0,1291.0,3114.0,5666.0,1802.0,8090.0,8234.0,,
Nigeria,,16000.0,16000.0,16000.0,20000.0,20000.0,20000.0,21000.0,20000.0,20000.0,19000.0,20000.0,20000.0,15000.0,18000.0,18000.0,18000.0,20000.0,20000.0,22000.0,24000.0,26000.0,26000.0,26000.0,27000.0,113000.0,132000.0,139000.0,50000.0,60000.0,50000.0,60000.0,40000.0,32600.0,35200.0,43600.0,47000.0,66000.0,98000.0,101000.0,73000.0,51000.0,54000.0,58000.0,62000.0,66000.0,71000.0,44000.0,53000.0,80000.0,107631.0,165000.0,100000.0,80000.0,70000.0,60000.0,60000.0,,
Norway,,27400.0,20000.0,17700.0,20200.0,11800.0,4145.0,10583.0,16365.0,11111.0,11601.0,10431.0,11596.0,19833.0,62095.0,51819.0,65268.0,77998.0,79806.0,67001.0,65000.0,57700.0,75500.0,96800.0,170400.0,169900.0,158500.0,249000.0,148300.0,139600.0,223606.0,246300.0,192500.0,360300.0,195100.0,312200.0,266300.0,255500.0,323400.0,229700.0,313400.0,259100.0,261500.0,349500.0,406800.0,395400.0,357000.0,401100.0,453300.0,278000.0,331400.0,284600.0,274700.0,213000.0,389600.0,495200.0,308800.0,,
Unavailable,,100.0,100.0,100.0,100.0,100.0,100.0,150.0,86.0,87.0,100.0,20.0,50.0,67.0,65.0,72.0,50.0,54.0,60.0,70.0,250.0,260.0,580.0,381.0,244.0,367.0,572.0,240.0,66.0,226.0,150.0,308.0,223.0,96.0,137.0,97.0,102.0,51.0,79.0,7.0,,37.0,,19.0,45.0,36.0,,,,,,,20.0,41.0,,5.0,8.0,,
