Country,Image,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Sultanate of Oman,,1400.0,1400.0,1500.0,1500.0,1500.0,1700.0,1700.0,1850.0,1850.0,2000.0,2000.0,2000.0,3000.0,3000.0,3000.0,2000.0,500.0,275.0,150.0,359.0,359.0,1141.0,1141.0,1141.0,251.0,289.0,369.0,700.0,900.0,1190.0,1200.0,1250.0,1300.0,1325.0,1350.0,1380.0,1250.0,770.0,1050.0,1413.0,1429.0,1421.0,1210.0,1200.0,865.0,775.0,947.0,1070.0,1874.0,2286.0,2126.0,2000.0,1095.0,3403.0,2525.0,2777.0,,
Pakistan,https://cdn10.bigcommerce.com/s-hhbbk/products/768/images/3824/PAKS0001__16464.1460460922.1280.1280.png,3814000.0,4026000.0,4170000.0,4162000.0,4590000.0,3916000.0,4334000.0,6418000.0,6618000.0,7294000.0,6475693.0,6890851.0,7442570.0,7628503.0,7673440.0,8690713.0,9143873.0,8367200.0,9950000.0,10856500.0,11474600.0,11304200.0,12414400.0,10881900.0,11703000.0,13923000.0,12015900.0,12675100.0,14419200.0,14315500.0,14565000.0,15684200.0,16156500.0,15213000.0,17002400.0,16907400.0,16650500.0,18694000.0,17857600.0,21078600.0,19023700.0,18226500.0,19183300.0,19499800.0,21612300.0,21276900.0,23294600.0,20958800.0,24033000.0,23310800.0,25213800.0,23473400.0,24211360.0,25979399.0,25086174.0,26005213.0,26674000.0,25100000.0
Paraguay,,7200.0,7000.0,8800.0,7000.0,7200.0,9160.0,25100.0,32000.0,31376.0,33000.0,54800.0,17600.0,23000.0,35245.0,17872.0,29251.0,28261.0,37801.0,58253.0,83679.0,98895.0,139071.0,102138.0,120764.0,201090.0,241543.0,270528.0,452006.0,372916.0,259337.0,240538.0,259337.0,425421.0,375679.0,208617.0,543435.0,400189.0,229173.0,180088.0,231119.0,532155.0,536754.0,715000.0,715000.0,800000.0,620000.0,800000.0,799632.0,1066800.0,1401987.0,1463881.0,1560600.0,1430000.0,840000.0,1139147.0,1144000.0,,
Peru,,153595.0,152666.0,155500.0,143150.0,146720.0,145002.0,152180.0,112912.0,136703.0,125374.0,122225.0,120080.0,122635.0,127364.0,126324.0,127497.0,115385.0,104401.0,102060.0,77148.0,116678.0,102711.0,83720.0,87442.0,92303.0,121143.0,130690.0,152804.0,159305.0,88487.0,87275.0,93787.0,125595.0,127035.0,125048.0,146152.0,123689.0,146640.0,169613.0,187746.0,181805.0,186853.0,190453.0,170411.0,178460.0,191082.0,181552.0,206936.0,226265.0,219454.0,214140.0,226218.0,230105.0,218904.0,214849.0,191108.0,,
Poland,,2792000.0,2700000.0,3067000.0,3042000.0,3338000.0,3556100.0,3857600.0,4567000.0,4709700.0,4607800.0,5455700.0,5146800.0,5806500.0,6408400.0,5206500.0,5744775.0,5308265.0,6029398.0,4187394.0,4175486.0,4203256.0,4475712.0,5165083.0,6010201.0,6460793.0,7501702.0,7941554.0,7582141.0,8461619.0,9025756.0,9269974.0,7368097.0,8242694.0,7658457.0,8668035.0,8575954.0,8192681.0,9536576.0,9051339.0,8502865.0,9283044.0,9304000.0,7858160.0,9892482.0,8771434.0,7059671.0,8317265.0,9274920.0,9789586.0,9408110.0,9339200.0,8607600.0,9485183.0,11628670.0,10957787.0,10827902.0,,
Portugal,,429643.0,645000.0,591964.0,471856.0,612300.0,323549.0,651300.0,762911.0,470099.0,564098.0,808510.0,620975.0,533200.0,546295.0,610815.0,694137.0,229477.0,254700.0,252160.0,432775.0,318631.0,427530.0,329411.0,467860.0,397267.0,501894.0,534224.0,405818.0,618000.0,297691.0,618697.0,361963.0,421838.0,462536.0,359849.0,405826.0,329271.0,150938.0,352148.0,354710.0,153604.0,413031.0,149569.0,292866.0,81530.0,249580.0,102258.0,203289.0,124146.0,82577.0,51003.0,58990.0,92014.0,98794.0,80393.0,90017.0,,
Qatar,,,,,,,,,,,,14.0,15.0,17.0,20.0,16.0,28.0,54.0,105.0,120.0,127.0,130.0,255.0,158.0,173.0,140.0,130.0,206.0,163.0,105.0,637.0,242.0,157.0,201.0,143.0,147.0,135.0,150.0,140.0,83.0,83.0,28.0,25.0,28.0,22.0,21.0,20.0,32.0,30.0,49.0,36.0,26.0,48.0,86.0,5.0,,6.0,,
The Republic of Korea,,172000.0,164000.0,139000.0,190000.0,184000.0,193000.0,191000.0,211345.0,224023.0,218633.0,196465.0,148997.0,99746.0,74198.0,96933.0,81621.0,44661.0,35705.0,41980.0,91957.0,57128.0,65812.0,111637.0,17237.0,10517.0,4545.0,3734.0,2473.0,1121.0,889.0,551.0,552.0,1483.0,2156.0,10262.0,10923.0,7433.0,4781.0,5626.0,2339.0,2841.0,5834.0,10011.0,12623.0,7678.0,5810.0,7351.0,10359.0,18782.0,39116.0,43677.0,37014.0,19061.0,23409.0,26433.0,28778.0,,
Republic of Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925764.0,1392610.0,658780.0,1277501.0,784160.0,1345131.0,952990.0,800425.0,727721.0,1185210.0,1116180.0,521686.0,861030.0,1056690.0,691417.0,406484.0,1286332.0,736660.0,744160.0,794783.0,495231.0,1008647.0,1101682.0,922283.0,1292921.0,,
Romania,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Romania.svg/1200px-Flag_of_Romania.svg.png,3990300.0,4053800.0,3798800.0,3823700.0,5937000.0,5064700.0,5819600.0,4847900.0,4348787.0,3356000.0,5595400.0,6040800.0,5489500.0,5006700.0,4860190.0,6724200.0,6435000.0,6102000.0,4569000.0,6264000.0,5281000.0,6122000.0,4935000.0,7388000.0,5532000.0,6278000.0,6632000.0,8528000.0,7840000.0,7289344.0,5473156.0,3206382.0,5314104.0,6135299.0,7666538.0,3143818.0,7156188.0,5181823.0,4661439.0,4434438.0,7735136.0,4420995.0,2479052.0,7812428.0,7340664.0,5526190.0,3044465.0,7180984.0,5202526.0,5811810.0,7131590.0,5297748.0,7296373.0,7584814.0,7962421.0,8431131.0,,
Russia,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/1200px-Flag_of_Russia.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46166670.0,43546550.0,32128210.0,30118470.0,34831232.0,44235132.0,26994700.0,30996953.0,34460052.0,46996294.0,50622106.0,34069788.0,45433661.0,47614681.0,44926880.0,49367973.0,63765140.0,61739751.0,41507581.0,56239994.0,37719640.0,52090797.0,59711382.0,61785799.0,73294568.0,85863132.0,71685000.0
Rwanda,,1200.0,1385.0,1744.0,321.0,480.0,100.0,300.0,621.0,810.0,1251.0,1235.0,2298.0,2380.0,2793.0,2303.0,3008.0,3692.0,3657.0,2976.0,2175.0,1042.0,2370.0,3300.0,3070.0,5000.0,5504.0,6740.0,8100.0,10400.0,11000.0,14800.0,12600.0,4800.0,3200.0,6000.0,6814.0,5997.0,4140.0,3607.0,6444.0,8269.0,7434.0,15305.0,16772.0,21942.0,19549.0,24633.0,67869.0,72479.0,77193.0,90684.0,75913.0,70129.0,68411.0,81179.0,83764.0,,
Kingdom of Saudi Arabia,,125000.0,108000.0,135000.0,130000.0,147900.0,148750.0,118149.0,125000.0,130000.0,130000.0,41908.0,38954.0,63719.0,153385.0,132038.0,92540.0,124610.0,119928.0,150426.0,141732.0,187231.0,416735.0,817497.0,1401644.0,2134930.0,2289995.0,2648773.0,3267391.0,3452427.0,3580344.0,4035498.0,4123660.0,3429980.0,2646023.0,1647956.0,1200000.0,1794900.0,1734000.0,2046000.0,1787542.0,2081870.0,2436443.0,2524278.0,2775678.0,2648472.0,2630394.0,2558000.0,1985556.0,1152447.0,1349389.0,1184454.0,854256.0,660145.0,500000.0,600594.0,765815.0,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875335.0,1863811.0,2095400.0,2067555.0,1630404.0,2076237.0,2399225.0,2690266.0,2387202.0,2428203.0,2884537.0,,
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528513.0,2144626.0,1937937.0,1713061.0,1885961.0,1789299.0,1187264.0,1254310.0,1800086.0,1554425.0,930363.0,1764846.0,1607868.0,1342693.0,1379643.0,1819479.0,1537905.0,1185286.0,1631112.0,1275302.0,1684274.0,2072405.0,2082134.0,2434213.0,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152705.0,142856.0,155343.0,155575.0,137120.0,138930.0,169097.0,117251.0,162559.0,181083.0,174868.0,122920.0,146829.0,141293.0,134449.0,133339.0,160297.0,136904.0,153481.0,153575.0,188065.0,138235.0,173245.0,157058.0,163165.0,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0,1300.0,1370.0,1370.0,1400.0,925.0,660.0,867.0,925.0,998.0,917.0,918.0,919.0,900.0,939.0,960.0,950.0,958.0,965.0,1000.0,1200.0,960.0,970.0,1000.0,950.0,996.0,1003.0,1000.0,1000.0,1021.0,1023.0,1019.0,,
South Africa,,871000.0,705000.0,880000.0,1060000.0,656000.0,548000.0,1077000.0,1247000.0,1316000.0,1396000.0,1670000.0,1746000.0,1871000.0,1596000.0,1792000.0,2248000.0,1879000.0,1692000.0,2087000.0,1472000.0,2356000.0,2444000.0,1784000.0,2346000.0,1693000.0,2333000.0,3154000.0,3620000.0,2010000.0,1709000.0,2142000.0,1324000.0,1983770.0,1840380.0,1977254.0,2711991.0,2428840.0,1892080.0,1733030.0,2428100.0,2503950.0,2437745.0,1546840.0,1687000.0,1905000.0,2105000.0,1905000.0,2130000.0,1958000.0,1430000.0,2005000.0,1915000.0,1870000.0,1750000.0,1457015.0,1909540.0,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,,3438000.0,4819545.0,4865360.0,3981000.0,4719000.0,4881000.0,5654000.0,5315000.0,4626000.0,4062000.0,5449700.0,4562500.0,3967300.0,4534600.0,4302900.0,4436200.0,4064100.0,4806100.0,4082300.0,6039500.0,3408500.0,4410300.0,4267900.0,6052300.0,5328688.0,4392000.0,5791000.0,6514100.0,5468200.0,4773500.0,5467700.0,4357506.0,4972971.0,4302340.0,3138700.0,6040500.0,4676290.0,5436300.0,5083800.0,7293623.0,5007698.0,6822160.0,6290100.0,7096724.0,4026694.0,5521582.0,6436359.0,6714300.0,4804772.0,5941197.0,6876657.0,5189828.0,7744900.0,6471400.0,6362694.0,6433865.0,,
Sudan,,26400.0,28500.0,30940.0,36765.0,56008.0,68976.0,78446.0,87535.0,123200.0,115300.0,163000.0,124000.0,152000.0,235000.0,269000.0,263000.0,289000.0,312000.0,165000.0,231000.0,218000.0,142000.0,176000.0,157000.0,79000.0,199000.0,157000.0,181000.0,247000.0,409000.0,686000.0,838000.0,453000.0,475000.0,448000.0,527000.0,642000.0,585000.0,172000.0,214000.0,303000.0,247000.0,332000.0,435000.0,416000.0,669000.0,803000.0,587000.0,641695.0,403000.0,292000.0,324000.0,265000.0,473000.0,778600.0,516000.0,,
Sweden,,839170.0,906330.0,695500.0,1064510.0,1038000.0,591030.0,1130330.0,1073550.0,916530.0,962130.0,994930.0,1130090.0,1311930.0,1793100.0,1454630.0,1764640.0,1522330.0,1290060.0,1003050.0,1193320.0,1066310.0,1490410.0,1721250.0,1775700.0,1338000.0,1730510.0,1557800.0,1295500.0,1750800.0,2242900.0,1480900.0,1406300.0,1746200.0,1344700.0,1553800.0,2030000.0,2056200.0,2248700.0,1658900.0,2371900.0,2371500.0,2088100.0,2256200.0,2412300.0,2246800.0,1967400.0,2255700.0,2202200.0,2277900.0,2143000.0,2253100.0,2289300.0,1868600.0,3086400.0,3300400.0,2834500.0,,
Switzerland,,316000.0,419800.0,302700.0,388400.0,352400.0,347700.0,425600.0,416100.0,378900.0,347800.0,378000.0,409700.0,345100.0,411400.0,355500.0,399600.0,323300.0,407800.0,422800.0,394400.0,408600.0,434200.0,445600.0,596800.0,549300.0,491700.0,461500.0,564500.0,649000.0,562600.0,583651.0,535209.0,573811.0,567322.0,613368.0,666291.0,584588.0,603242.0,495094.0,568700.0,505600.0,516500.0,436900.0,539400.0,531300.0,543800.0,543900.0,549084.0,549919.0,524017.0,553150.0,515595.0,479659.0,550826.0,527257.0,386720.0,,
Syrian Arab Republic,,757000.0,1374175.0,1189585.0,1100000.0,1044000.0,559000.0,1049000.0,600000.0,1003517.0,624562.0,846276.0,1808000.0,593462.0,1629896.0,1550061.0,1790109.0,1217214.0,1650696.0,1319959.0,2225800.0,2086953.0,1556441.0,1611988.0,1067600.0,1713866.0,1969000.0,1656350.0,2067138.0,1020000.0,2070000.0,2140000.0,3046000.0,3626491.0,3702985.0,4184144.0,4080357.0,3031090.0,4111625.0,2691504.0,3105489.0,4744623.0,4775440.0,4912993.0,4537459.0,4668750.0,4932000.0,4041100.0,2139300.0,3701784.0,3083100.0,3858331.0,3609096.0,3182111.0,2024332.0,2363630.0,2936783.0,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166400.0,170600.0,149000.0,170000.0,239000.0,452209.0,388149.0,365136.0,406196.0,387314.0,544565.0,660222.0,631328.0,618467.0,640339.0,649300.0,659096.0,1088591.0,1033144.0,726880.0,812588.0,947350.0,868368.0,896362.0,917081.0,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,400.0,330.0,354.0,458.0,419.0,651.0,740.0,700.0,639.0,710.0,750.0,834.0,798.0,800.0,709.0,815.0,879.0,912.0,955.0,1000.0,1010.0,1035.0,1046.0,1087.0,1098.0,1000.0,1500.0,1337.0,1260.0,1308.0,,
The former Yugoslav Republic of Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299522.0,249789.0,336133.0,381226.0,269303.0,293762.0,336562.0,319419.0,299356.0,246000.0,267170.0,225490.0,356825.0,333888.0,293326.0,218100.0,291719.0,271117.0,243137.0,256103.0,214963.0,258960.0,287954.0,201218.0,306433.0,,
Tunisia,,465000.0,640000.0,800000.0,690000.0,800000.0,650000.0,550000.0,600000.0,480000.0,519000.0,660000.0,965000.0,890000.0,857000.0,935000.0,810000.0,750000.0,750000.0,680000.0,869000.0,963000.0,916000.0,618000.0,711330.0,1380000.0,630000.0,1359900.0,360000.0,420000.0,1122000.0,1786100.0,1584100.0,1412600.0,502600.0,530800.0,2017650.0,884900.0,1353520.0,1390000.0,842000.0,1118000.0,422200.0,1984000.0,1722000.0,1626700.0,1250600.0,1442800.0,919000.0,1653600.0,822000.0,1605500.0,1523300.0,975490.0,1513000.0,912570.0,926592.0,,
Turkey,https://images-na.ssl-images-amazon.com/images/I/41ZpsKOBO6L._SL1200_.jpg,7135000.0,8580000.0,10137000.0,8440000.0,8630000.0,9715000.0,10110000.0,9603000.0,10593000.0,10081000.0,13594000.0,12275000.0,10080000.0,11080000.0,14830000.0,16577500.0,16720000.0,16764000.0,17569008.0,16554000.0,17050000.0,17542000.0,16437000.0,17235008.0,17032000.0,19032000.0,18932000.0,20523008.0,16221000.0,20022000.0,20400000.0,19300000.0,21000000.0,17500000.0,18000000.0,18500000.0,18650000.0,21000000.0,18000000.0,21000000.0,19000000.0,19500000.0,19000000.0,21000000.0,21500000.0,20010000.0,17234000.0,17782000.0,20600000.0,19674000.0,21800000.0,20100000.0,22050000.0,19000000.0,22600000.0,20600000.0,,19000800.0
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377000.0,509000.0,675000.0,695000.0,453100.0,706900.0,1245200.0,1505800.0,1690000.0,1760000.0,2326000.0,2487000.0,2600000.0,2834000.0,3260000.0,1082770.0,996160.0,1405600.0,1476620.0,1168220.0,1200000.0,1600000.0,1200000.0,1406000.0,1600000.0,,
Uganda,,,,,,,885.0,1329.0,5000.0,5000.0,7920.0,7000.0,6900.0,6900.0,8000.0,14000.0,12000.0,13000.0,13900.0,5000.0,17000.0,8000.0,10000.0,12000.0,7000.0,8000.0,8333.0,10000.0,13000.0,10761.0,4000.0,9000.0,8800.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,11000.0,12000.0,14000.0,14000.0,15000.0,15000.0,15000.0,18000.0,19000.0,19000.0,20000.0,20000.0,23000.0,20000.0,20000.0,22000.0,22076.0,22951.0,,
Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/2000px-Flag_of_Ukraine.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19507424.0,21831008.0,13856600.0,16273300.0,13547100.0,18403900.0,14936600.0,13585300.0,10197000.0,21348000.0,20556000.0,11388410.0,17520200.0,18699200.0,13947300.0,13937700.0,25885400.0,20886400.0,16851300.0,22323600.0,15762600.0,22279300.0,24113970.0,26532100.0,26098830.0,26208980.0,25057250.0
The United Arab Emirates,,,,,,,,,,,,,,,,,,14.0,242.0,785.0,906.0,757.0,1780.0,1276.0,1536.0,1300.0,1175.0,874.0,544.0,1201.0,2877.0,2466.0,3179.0,765.0,1052.0,972.0,601.0,298.0,360.0,212.0,364.0,159.0,116.0,15.0,20.0,24.0,26.0,30.0,30.0,45.0,29.0,36.0,52.0,82.0,82.0,82.0,82.0,,
United kingdom,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/1280px-Flag_of_the_United_Kingdom.svg.png,2614000.0,3974000.0,3046000.0,3793000.0,4171000.0,3475645.0,3903807.0,3470000.0,3364750.0,4237460.0,4816560.0,4781540.0,5004535.0,6131587.0,4488000.0,4740000.0,5274163.0,6610000.0,7168000.0,8470000.0,8710000.0,10320000.0,10800000.0,14970000.0,12046000.0,13911000.0,11940000.0,11720000.0,14033000.0,14033000.0,14362419.0,14093267.0,12890070.0,13314154.0,14309981.0,16071178.0,15018248.0,15449029.0,14866478.0,16703526.0,11580107.0,15972556.0,14281852.0,15473000.0,14863000.0,14755222.0,13220620.0,17227051.0,14075596.0,14877835.0,15257083.0,13261000.0,11921304.0,16606009.0,16444000.0,14383000.0,,
United Republic of Tanzania,,6100.0,17578.0,24514.0,27099.0,33019.0,38270.0,35099.0,44000.0,41000.0,57000.0,60000.0,88000.0,85000.0,82000.0,69000.0,64000.0,55000.0,70000.0,87000.0,90000.0,95000.0,58000.0,74000.0,83000.0,72000.0,71640.0,72000.0,76000.0,97000.0,106000.0,84000.0,64000.0,59000.0,59000.0,75300.0,83600.0,78500.0,111500.0,82400.0,32700.0,89000.0,77000.0,74000.0,67000.0,102000.0,110000.0,82800.0,43360.0,82370.0,62370.0,112658.0,108887.0,103973.0,167000.0,72483.0,96122.0,,
USA,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/1280px-Flag_of_the_United_States.svg.png,33539008.0,29718000.0,31211888.0,34928000.0,35805008.0,35513856.0,41030784.0,42365376.0,39263952.0,36784000.0,44052800.0,42081632.0,46560784.0,48496688.0,57886448.0,58481200.0,55671056.0,48322656.0,58080576.0,64799504.0,75806304.0,75251296.0,65857904.0,70618000.0,65975008.0,56897008.0,57361808.0,49320000.0,55428000.0,74294000.0,53890000.0,67136000.0,65222000.0,63168000.0,59404000.0,61982000.0,67536000.0,69327000.0,62567284.0,60639376.0,52999932.0,43703968.0,63803256.0,58697040.0,57241992.0,49216040.0,55820360.0,68016096.0,60365728.0,60062408.0,54418808.0,61677384.0,58104610.0,55147120.0,55839540.0,62859050.0,47370880.0,51306000.0
Uruguay,,371536.0,452089.0,236540.0,645816.0,619905.0,328760.0,143776.0,469790.0,446882.0,388328.0,301599.0,186543.0,296844.0,526499.0,455662.0,504938.0,173235.0,174269.0,435281.0,306577.0,387768.0,363144.0,418723.0,348861.0,246143.0,231730.0,307824.0,413575.0,542378.0,417400.0,188300.0,342300.0,343900.0,486900.0,392900.0,649700.0,504800.0,559200.0,383900.0,324400.0,143600.0,205800.0,326000.0,532600.0,454100.0,611200.0,697143.0,1356600.0,1844416.0,1300700.0,2016300.0,982000.0,1532796.0,1076000.0,1191000.0,757000.0,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042400.0,947400.0,1452100.0,2494100.0,2741800.0,3229200.0,3719400.0,3757100.0,3684200.0,3843500.0,5183000.0,5625600.0,5507600.0,6057200.0,6099300.0,6190300.0,6147100.0,6639800.0,6745000.0,6526955.0,6612200.0,6841977.0,6955976.0,6964664.0,6940500.0,,
Venezuela (Bolivarian Republic of),,1228.0,622.0,1105.0,1200.0,1308.0,1427.0,1555.0,821.0,486.0,510.0,609.0,639.0,682.0,627.0,532.0,560.0,558.0,571.0,415.0,437.0,420.0,347.0,303.0,291.0,314.0,297.0,306.0,319.0,302.0,310.0,310.0,310.0,310.0,310.0,517.0,517.0,517.0,517.0,517.0,517.0,585.0,54.0,152.0,264.0,517.0,220.0,213.0,230.0,143.0,183.0,204.0,218.0,161.0,161.0,179.0,140.0,,
Global,,1666390.0,1643800.0,1765620.0,1828890.0,1991870.0,2247400.0,2515790.0,3153160.0,3256650.0,3173936.0,3878116.0,4016814.0,4645797.0,5059080.0,4202464.0,4806956.0,5213632.0,5600588.0,3736134.0,5386000.0,4324783.0,4606334.0,5819981.0,6170309.0,6023006.0,5305006.0,6154228.0,6547075.0,6356066.0,6706872.0,6205388.0,5110300.0,,,,,,,,,,,,,,,,,,,,,,,,,,
To whom,,34000.0,35000.0,37000.0,41500.0,44600.0,43900.0,46300.0,41000.0,35940.0,38500.0,51700.0,45000.0,76070.0,101984.0,88134.0,85674.0,88332.0,59000.0,88000.0,73000.0,84581.0,82384.0,50162.0,52252.0,73000.0,95462.0,112527.0,142452.0,162572.0,154937.0,99913.0,152170.0,159707.0,171033.0,170929.0,144926.0,129175.0,167058.0,139563.0,141884.0,152742.0,131733.0,103794.0,103265.0,112963.0,149173.0,218520.0,170446.0,222129.0,265432.0,232339.0,250264.0,232190.0,192215.0,124940.0,220154.0,,
Zambia,,608.0,934.0,717.0,214.0,214.0,81.0,199.0,200.0,220.0,101.0,100.0,99.0,100.0,1284.0,3487.0,3948.0,5324.0,5341.0,6528.0,9765.0,11835.0,14130.0,10936.0,13221.0,17156.0,17998.0,27668.0,37123.0,46610.0,55011.0,65236.0,54490.0,69286.0,60944.0,38019.0,57595.0,70810.0,63925.0,69226.0,75000.0,80000.0,75000.0,135000.0,82858.0,136833.0,93958.0,115843.0,113242.0,195456.0,172256.0,237332.0,253522.0,273584.0,201504.0,214230.0,159533.0,,
Zimbabwe,,807.0,1216.0,1869.0,3865.0,3810.0,8878.0,14051.0,26222.0,38938.0,54127.0,87184.0,82037.0,83921.0,97383.0,121083.0,141433.0,164540.0,203052.0,161963.0,191234.0,183516.0,191880.0,124250.0,99000.0,207200.0,248346.0,214548.0,256910.0,283835.0,325983.0,259213.0,57000.0,277000.0,288000.0,70000.0,263134.0,254772.0,242121.0,260909.0,229775.0,197526.0,195000.0,122427.0,247048.0,229089.0,241924.0,149110.0,31000.0,12000.0,18000.0,23000.0,52736.0,52926.0,50422.0,46858.0,43294.0,,
